Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,PP ELECTRICAL SERVICES (Shropshire) Ltd,16/06/2014,160.80,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,16/06/2014,130.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),16/06/2014,291.89,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,17/06/2014,115.47,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,17/06/2014,187.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,CONTRACT FIRE SECURITY,17/06/2014,297.52,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Fire Alarms & Emergency Light,ADT FIRE & SECURITY PLC,17/06/2014,121.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M WC Planned,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/06/2014,"1,897.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -SCC Planned,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/06/2014,756.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,09/06/2014,233.75,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ELEC ,10/06/2014,515.75,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ELEC ,10/06/2014,218.83,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,FCC RECYCLING (UK) LIMITED,10/06/2014,243.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,West Mercia Energy (WME),23/06/2014,228.89,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,ADT FIRE & SECURITY PLC,24/06/2014,189.70,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,26/06/2014,"2,586.72",,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,26/06/2014,644.64,,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Premises-Related Expenditure,Planned Repairs,West Mercia Energy (WME),05/06/2014,"2,733.80",,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Premises-Related Expenditure,Planned Repairs,West Mercia Energy (WME),16/06/2014,"3,365.62",,,,,,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Stationery,BembroseBooth Paragon,25/06/2014,340.90,,,,,,,
"Development, Business & Employment",Regeneration & Investment,DDBC,Supplies & Services,Consultants Fees,PRICEWATERHOUSECOOPERS,02/06/2014,"12,320.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Computer Hardware,UPS DIRECT LTD,12/06/2014,"11,547.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Computer Hardware,UPS DIRECT LTD,12/06/2014,"1,611.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Computer Hardware,UPS DIRECT LTD,12/06/2014,"1,362.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Computer Hardware,UPS DIRECT LTD,12/06/2014,247.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Computer Hardware,UPS DIRECT LTD,12/06/2014,700.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Computer Hardware,UPS DIRECT LTD,12/06/2014,395.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,02/06/2014,"6,491.27",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,02/06/2014,"4,398.34",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,02/06/2014,"6,491.27",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,MACE LTD,02/06/2014,"4,398.34",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,02/06/2014,"41,258.06",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,02/06/2014,-295.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,02/06/2014,"9,331.70",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,02/06/2014,"3,999.30",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PUMP & PLANT SERVICES LTD,02/06/2014,"5,788.05",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,02/06/2014,"6,029.60",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,DTZ CLIENT ACC RE:COMMON RECEIPTS NAT,02/06/2014,"2,203.70",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,BRITISH TELECOMMUNICATIONS PLC,02/06/2014,163.72,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,BRITISH TELECOMMUNICATIONS PLC,02/06/2014,163.72,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,BRITISH TELECOMMUNICATIONS PLC,02/06/2014,163.72,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,BRITISH TELECOMMUNICATIONS PLC,02/06/2014,261.37,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,05/06/2014,"1,111.23",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,06/06/2014,"1,387.53",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPECIALIST COMPUTERS CENTRES PLC,06/06/2014,"11,253.60",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,PUMP & PLANT SERVICES LTD,03/06/2014,"5,788.05",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,04/06/2014,"213,135.26",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,04/06/2014,"650,731.88",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Other Capital Expenditure,BRITISH TELECOMMUNICATIONS PLC,10/06/2014,141.23,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,Exterion Media (UK) Limited,10/06/2014,510.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Marketing / Advertising,360 SKYLENS LIMITED,10/06/2014,225.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,HARROW GREEN LIMITED,10/06/2014,339.24,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,APT CONTROLS LTD,10/06/2014,"2,915.09",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,BROADSTOCK OFFICE FURNITURE LIMITED,27/06/2014,300.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,SPACEOASIS LTD,26/06/2014,"1,598.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,BUSINESS WATCH GUARDING LIMITED,16/06/2014,297.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,18/06/2014,"27,374.68",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,18/06/2014,"5,263.77",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Morgan Sindall plc,18/06/2014,"683,790.03",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,Wellman Thermal Services Limited,20/06/2014,"1,600.00",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/06/2014,"1,224.88",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,10/06/2014,"3,416.68",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,External Professional Fees,Contracts & Procurement Advice Limited,10/06/2014,600.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,MERIDIAN COST BENEFIT LTD,10/06/2014,389.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,10/06/2014,600.00,,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCCA,Capital Expenditure,Payments to Contractor,TDR Heating & Ventilation Engineers,25/06/2014,"70,468.38",,,,,,,
"Development, Business & Employment",Regeneration & Investment,WCHC,Capital Expenditure,Payments to Contractor,MARLOW CONSULTING LTD,23/06/2014,680.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,23/06/2014,165.20,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Premises-Related Expenditure,Hire Of Rooms,AFC TELFORD UNITED,23/06/2014,229.17,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,CITY & GUILDS,13/06/2014,105.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,CITY & GUILDS,03/06/2014,105.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Sub Contractors,WORKERS EDUCATIONAL ASSOCIATION,03/06/2014,"1,350.91",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,INSTITUTE OF LEADERSHIP & MANAGEMENT,27/06/2014,105.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Supplies & Services,Exam Fees,OCN WEST MIDLANDS REGION,16/06/2014,154.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,03/06/2014,327.88,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,03/06/2014,416.56,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,03/06/2014,702.83,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,23/06/2014,225.75,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,23/06/2014,413.88,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,23/06/2014,"1,400.20",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,23/06/2014,104.81,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAA,Third Party Payments,Childminders,CHILDCARE SOS,23/06/2014,104.82,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAC,Premises-Related Expenditure,General Rents,A J (TELFORD) SELF-STORAGE LTD,23/06/2014,343.17,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAC,Supplies & Services,Printing - Other,Graphics and Print (Telford) Ltd,03/06/2014,158.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAC,Supplies & Services,Comp Software (Purch / Hire),CogniSoft Limited,19/06/2014,"23,200.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAE,Supplies & Services,Printing - Other,ALLWAG PROMOTIONS LTD,23/06/2014,345.70,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAF,Employees,Training Expenses,RELATE SHROPSHIRE & HEREFORDSHIRE LTD,16/06/2014,"2,000.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAG,Employees,Course Fees,Always Consult Ltd,02/06/2014,"1,100.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAK,Supplies & Services,Stationery,PROMOFIX LTD,03/06/2014,114.50,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAK,Supplies & Services,Advertising,Blossom Media Communications,27/06/2014,250.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAR,Premises-Related Expenditure,Hire Of Rooms,TELFORD INTERNATIONAL CENTRE,13/06/2014,"6,090.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAT,Supplies & Services,Sub Contractors,Shropshire Events,13/06/2014,800.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ALAT,Supplies & Services,Sub Contractors,Shropshire Events,23/06/2014,800.00,,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Third Party Payments,Private Contractors,THE EDUCATION DEVELOPMENT SERVICE LTD,05/06/2014,"3,400.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Third Party Payments,Private Contractors,THE EDUCATION DEVELOPMENT SERVICE LTD,05/06/2014,"6,500.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Third Party Payments,Private Contractors,LANDAU LTD,05/06/2014,"2,500.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",ANAG,Third Party Payments,Private Contractors,BRANCHING OUT,24/06/2014,"5,000.00",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",KSAX,Third Party Payments,Agency Services,TELFORD COLLEGE OF ARTS & TECHNOLOGY,13/06/2014,"30,382.21",,,,,,,
"Development, Business & Employment","Skills Delivery, Lifelong Learning, Careers & Youth Emplyment",KSAX,Third Party Payments,Agency Services,Hereward College,13/06/2014,"13,073.11",,,,,,,
