Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY01,Supplies & Services,Registration / Licence Fees,The Prince's Trust,07/11/2013,350,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY03,Premises-Related Expenditure,Hire Of Rooms,INTERSERVE (FACILITIES MANAGEMENT) LTD,22/11/2013,309.44,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GYAY,Third Party Payments,Joint Financing,WORCESTERSHIRE COUNTY COUNCIL,07/11/2013,187960,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,HPAD,Supplies & Services,Security Services,JONES & HAMPTON LTD,01/11/2013,371,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JEAN,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LIMITED,22/11/2013,295.2,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JEAN,Supplies & Services,Translation Services,VISS LTD,08/11/2013,125,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JPAG,Supplies & Services,Equipment - Hire,QUICK SKIPS (TELFORD) LTD,19/11/2013,110,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,TELFORD COLLEGE OF ARTS & TECHNOLOGY,26/11/2013,1800,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,ELEARVATION,13/11/2013,300,,,,
Family & Cohesion Services,Early Intervention,GEAA,Supplies & Services,Other Tuition Fees,Eurosource Solutions Limited,18/11/2013,1250,,,,
Family & Cohesion Services,Early Intervention,GEAA,Supplies & Services,Printing - Other,TUDOR PRINT & SIGNS,26/11/2013,190,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,22/11/2013,200,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,22/11/2013,200,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STEPPING STONES AT CAPTAIN WEBB,27/11/2013,3310.12,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,STEPPING STONES AT CAPTAIN WEBB,27/11/2013,8070.44,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CENTRAL PARK NURSERY ,27/11/2013,6111,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,21/11/2013,200,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,21/11/2013,200,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,22/11/2013,200,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,22/11/2013,200,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CLUB 0-5 LTD ,27/11/2013,2037,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,OUR WORLD NEIGHBOURHOOD NURSERY ,27/11/2013,5856.38,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD ,27/11/2013,6620.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUSDAY NURSERY,27/11/2013,1273.13,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,APPLE TREES NURSERY ,27/11/2013,1302,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,27/11/2013,9675.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CASTLE HOUSE SCHOOL TRUST LTD0,27/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUTTERFLIES DAY NURSERY ,27/11/2013,1273.13,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED ,27/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,APPLE TREES NURSERY ,27/11/2013,611.1,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,27/11/2013,254.63,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BEARS DEN PRE-SCHOOL ,27/11/2013,2800.88,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CYGNETS PRE-SCHOOL ,27/11/2013,509.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,DAISY CHAIN DAY CARE LTD,27/11/2013,6840.93,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS DAY NURSERY ,27/11/2013,1527.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BROOKSIDE PRE-SCHOOL & PLAYGROUP,27/11/2013,509.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUSY BEES AT TELFORD PARKWAY,27/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Pre School Playgroups,CYGNETS PRE-SCHOOL ,27/11/2013,8255.73,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LADYGROVE NURSERY,28/11/2013,2037,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HONEYBUNS NURSERIES,28/11/2013,7027.65,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,PRIORSLEE PRE-SCHOOL,28/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TEAGUES BRIDGE PRE-SCHOOL,28/11/2013,6620.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,NOAH'S ARK NURS & AFTER SCH CLUB,28/11/2013,1578.67,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TIGGY'S MONTESSORI NURSERY,28/11/2013,2037,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,OAKENGATES UNITED PRE-SCHOOL,28/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Aqueduct Little Learners,28/11/2013,5601.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,PLAY-DAYS CORPORTION LTD,28/11/2013,2037,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,B) WT'ON METHODIST CHURCH PLAYGR,28/11/2013,2037,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,KIDS 4 US,28/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE DRAGONS PRE-SCHOOL,28/11/2013,8657.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,28/11/2013,509.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TORTOISE NURSERY SCHOOL ,28/11/2013,1018.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,28/11/2013,6959.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,28/11/2013,254.63,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LONGFORD PLAYGROUP ,28/11/2013,1273.13,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDHILL NURSERY,28/11/2013,1273.13,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE CHICKS PRE-SCHOOL,28/11/2013,5601.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HADLEY UNDER 5'S ,28/11/2013,11967.37,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HALESFIELD DAY NURSERY CENTRE ,28/11/2013,2037,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,RANDLAY ROUNDABOUTS ,28/11/2013,7231.35,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,SMILEY FACES DAY NURSERIES LTD,28/11/2013,8657.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STRAWBERRY HILL DAY NURSERY,28/11/2013,9675.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHIPMUNKS NURSERY,28/11/2013,21643.13,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY ,28/11/2013,44304.75,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I'BRIDGE NURS0,27/11/2013,7472.12,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CENTRAL PARK NURSERY ,27/11/2013,7159.42,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,27/11/2013,6070.79,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD ,27/11/2013,1124.55,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD ,27/11/2013,749.7,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD ,27/11/2013,1360.8,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY ,27/11/2013,3953.04,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY ,27/11/2013,-3991.05,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY ,27/11/2013,619.92,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,27/11/2013,518.7,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD,27/11/2013,3181.5,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Voluntary Bodies,ABACUSDAY NURSERY,27/11/2013,-606.9,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,27/11/2013,6155.21,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,27/11/2013,6307.88,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,27/11/2013,254.1,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,27/11/2013,9825.48,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE ,27/11/2013,4989.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY ,27/11/2013,1726.2,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,27/11/2013,5753.16,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,27/11/2013,3267.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,27/11/2013,782.77,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,27/11/2013,790.65,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EDGMOND OWLS ,27/11/2013,1751.09,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL,27/11/2013,3462.48,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,27/11/2013,5216.18,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY ,27/11/2013,2598.75,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP0,27/11/2013,1533,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,28/11/2013,15389.01,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,28/11/2013,4932.9,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,STRAWBERRY HILL DAY NURSERY,28/11/2013,6945.75,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TEAGUES BRIDGE PRE-SCHOOL ,28/11/2013,1988.28,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5'S PLAYGROUP,28/11/2013,2041.2,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LILLESHALL PRE-SCHOOL PLAYGROUP ,28/11/2013,5845.04,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,3096.24,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP ,28/11/2013,3632.47,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,527.1,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,1083.08,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Voluntary Bodies,TIGGY'S MONTESSORI NURSERY,28/11/2013,7521.57,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,254.1,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN @ OLD HALL,28/11/2013,12377.37,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH'S ARK NURS & AFTER SCH CLUB,28/11/2013,12111.44,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OAKENGATES UNITED PRE-SCHOOL,28/11/2013,-606.9,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,254.1,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,28/11/2013,6524.17,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP ,28/11/2013,9605.03,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,28/11/2013,-1205.4,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PLAY-DAYS CORPORTION LTD,28/11/2013,907.2,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL ,28/11/2013,3873.24,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOL ,28/11/2013,5044.55,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US ,28/11/2013,2661.75,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL ,28/11/2013,2608.2,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) WT'ON METHODIST CHURCH PLAYGR,28/11/2013,722.4,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,789.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TORTOISE NURSERY SCHOOL ,28/11/2013,5589.68,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,28/11/2013,563.85,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,28/11/2013,254.1,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDHILL NURSERY,28/11/2013,8812.44,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL ,28/11/2013,2995.44,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE CHICKS PRE-SCHOOL,28/11/2013,5822.15,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HADLEY UNDER 5'S,28/11/2013,5798.91,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE ,28/11/2013,-793.8,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,RANDLAY ROUNDABOUTS ,28/11/2013,1933.68,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,SMILEY FACES DAY NURSERIES LTD,28/11/2013,5439.11,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,28/11/2013,13044.78,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY A,28/11/2013,3061.8,,,,
