Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,PP ELECTRICAL SERVICES (Shropshire) Ltd,23/01/2014,156,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,23/01/2014,252,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS (GU45 1AW),23/01/2014,890.63,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,23/01/2014,352.6,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,23/01/2014,252,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,23/01/2014,252,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,23/01/2014,252,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,23/01/2014,157.5,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES (TOOL HIRE & SALES) LTD,23/01/2014,173.75,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,A E Chapman & Co (Old Hill) Ltd,23/01/2014,357.5,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,BRITISH GAS SERVICES (COMMERCIAL) LTD,23/01/2014,220.5,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,23/01/2014,120.75,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES (TOOL HIRE & SALES) LTD,23/01/2014,692.5,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,23/01/2014,259.6,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/01/2014,1350.21,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,MK Door Systems Ltd T/A Style Midlands,23/01/2014,180,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,31/01/2014,198.66,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,315.38,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,31/01/2014,150,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,31/01/2014,150,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,WELLINGTON INSULATION CO. LTD,31/01/2014,203.42,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,Wrightfield Limited,31/01/2014,1965,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,George Birchall Limited,31/01/2014,171.33,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,R&M -Buildings DLO Charge,CHUBB FIRE & SECURITY LTD,31/01/2014,333.5,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,31/01/2014,677,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHRIS BREEZE LTD,31/01/2014,174.74,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,116,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,704.93,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,116.52,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,131.42,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,139.62,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,271.16,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Service Contracts,CHUBB FIRE & SECURITY LTD,31/01/2014,416.39,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,07/01/2014,379.08,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,13/01/2014,781.56,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,13/01/2014,215.15,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,13/01/2014,512.46,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,13/01/2014,1152.72,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,17/01/2014,203.7,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,17/01/2014,1665.04,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,16/01/2014,215.15,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,FCC RECYCLING (UK) LIMITED,16/01/2014,108.94,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,PHS GROUP LTD,16/01/2014,120,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,S P HOLDING SERVICES LTD,16/01/2014,110,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Hygiene Services,PHS GROUP LTD,31/01/2014,163.8,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Hygiene Services,PHS GROUP LTD,31/01/2014,134.68,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Trade Refuse,S P HOLDING SERVICES LTD,31/01/2014,110,,,,,,
"Development, Business & Housing",Property & Design,COAP,Premises-Related Expenditure,Swimming Pool Chemicals,AIR PRODUCTS CRYOEASE SERVICES,23/01/2014,384.69,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,07/01/2014,255,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,28/01/2014,255,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,08/01/2014,255,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,08/01/2014,255,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,08/01/2014,255,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,16/01/2014,106.35,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,16/01/2014,592.6,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,16/01/2014,346.52,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,LEISURE SEC PLC,28/01/2014,255,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,23/01/2014,346.52,,,,,,
"Development, Business & Housing",Property & Design,COAP,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,23/01/2014,592.6,,,,,,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Fixtures & Fittings & Equipment,VIRGIN MEDIA BUSINESS,06/01/2014,13854.08,,,,,,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,NORTHGATE INFORMATION SOLUTIONS UK LTD,08/01/2014,130.39,,,,,,
"Development, Business & Housing",Property & Design,WCAY,Capital Expenditure,Payments to Contractor,NORTHGATE INFORMATION SOLUTIONS UK LTD,08/01/2014,10028.55,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,06/01/2014,7980,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,G LEDDINGTON (ELECTRICAL) LTD,06/01/2014,138.8,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,07/01/2014,6325,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,06/01/2014,110,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/01/2014,4200,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/01/2014,7642,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/01/2014,4200,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/01/2014,6840.5,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/01/2014,2500,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/01/2014,4677.98,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,TDR Heating & Ventilation Engineers,22/01/2014,117354.75,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,23/01/2014,7980,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,23/01/2014,-7980,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,BOW CONSTRUCTION LTD,29/01/2014,79932.93,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,27/01/2014,2825.06,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,30/01/2014,1040,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,30/01/2014,709,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,31/01/2014,340.92,,,,,,
"Development, Business & Housing",Property & Design,WCBA,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,31/01/2014,1625,,,,,,
"Development, Business & Housing",Property & Design,WCEE,Capital Expenditure,Payments to Contractor,THOMAS CONSULTING,20/01/2014,520,,,,,,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,MH (Midlands) Ltd,28/01/2014,2300,,,,,,
"Development, Business & Housing",Property & Design,WCOA,Capital Expenditure,Payments to Contractor,A1 Glass & Glazing (Shropshire) Limited,20/01/2014,440,,,,,,
"Development, Business & Housing",Property & Design,WFAT,Capital Expenditure,Payments to Contractor,NOBRIDGE LTD,06/01/2014,8879,,,,,,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,06/01/2014,4794,,,,,,
"Development, Business & Housing",Property & Design,WFBF,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,06/01/2014,7193,,,,,,
"Development, Business & Housing",Property & Design,WFBH,Capital Expenditure,Payments to Contractor,JGS Electrical Solutions Ltd.,31/01/2014,692.1,,,,,,
"Development, Business & Housing",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,Pamtrad Customs Ltd,06/01/2014,250,,,,,,
"Development, Business & Housing",Property & Design,WGBS,Capital Expenditure,Other Capital Expenditure,OFFICE FURNITURE ONLINE,17/01/2014,119,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,CONCERTO SUPPORT SERVICES LTD,23/01/2014,4875,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,08/01/2014,225,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,ROY HANKINSON LTD,06/01/2014,793.41,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,06/01/2014,375,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,06/01/2014,435,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,365,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,435,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,435,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,435,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,375,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,375,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,07/01/2014,225,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,ROY HANKINSON LTD,06/01/2014,3147,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,ROY HANKINSON LTD,06/01/2014,2250,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,06/01/2014,1200,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,REDACTED PERSONAL INFORMATION,21/01/2014,375,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,SDT ELECTRICAL LTD,27/01/2014,300,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,23/01/2014,954,,,,,,
"Development, Business & Housing",Property & Design,WGCF,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,23/01/2014,1431,,,,,,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,Garvey Demolition Ltd,13/01/2014,51527,,,,,,
"Development, Business & Housing",Property & Design,WPCW,Capital Expenditure,Payments to Contractor,ABSOLUTE ECOLOGY,06/01/2014,190,,,,,,
