Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
"Development, Business & Employment",Property & Design,WPIR,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,30/12/2014,"188,665.00",,
"Development, Business & Employment",Property & Design,WPIR,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,17/12/2014,"6,468.30",,
"Development, Business & Employment",Property & Design,WPMB,Capital Expenditure,Payments to Contractor,Cosgriff Whitehouse Electrical Ltd,03/12/2014,"11,916.08",,
"Development, Business & Employment",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,INTERCLASS PLC,30/12/2014,"119,107.42",,
"Development, Business & Employment",Property & Design,WPMD,Capital Expenditure,Payments to Contractor,INTERCLASS PLC,05/12/2014,"57,935.63",,
"Development, Business & Employment",Property & Design,WPMU,Capital Expenditure,Payments to Contractor,JCE & SONS LTD,17/12/2014,"1,089.00",,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,495.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,495.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,495.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,495.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,495.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,495.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,15/12/2014,330.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,G A Young Associates,15/12/2014,390.00,,
"Development, Business & Employment",Property & Design,WPTB,Capital Expenditure,Payments to Contractor,KRM CONTRACTORS LTD,02/12/2014,"35,793.80",,
"Development, Business & Employment",Property Investment,WCAJ,Capital Expenditure,Payments to Contractor,COOPER & WILLIAMS LTD,09/12/2014,"62,996.97",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,External Professional Fees,ALLIANCE ENVIRONMENT & PLANNING LTD,16/12/2014,"2,720.60",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,Design Development Partnership,15/12/2014,"9,250.00",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,Design Development Partnership,15/12/2014,"10,000.00",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,11/12/2014,"7,039.64",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,RPS DESIGN LTD,04/12/2014,"6,778.75",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,RPS DESIGN LTD,04/12/2014,"1,406.25",,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Building Payments - Excluding Fees,SEVERN TRENT WATER LTD,17/12/2014,212.57,,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Other Capital Expenditure,SEVERN TRENT WATER LTD,05/12/2014,293.44,,
"Development, Business & Employment",Property Investment,WCSP,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,19/12/2014,163.84,,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,FPCR ENVIRONMENT & DESIGN LTD,17/12/2014,425.00,,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,External Professional Fees,FPCR ENVIRONMENT & DESIGN LTD,16/12/2014,-613.00,,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,FPCR ENVIRONMENT & DESIGN LTD,16/12/2014,408.63,,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,FPCR ENVIRONMENT & DESIGN LTD,16/12/2014,425.00,,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,External Professional Fees,FREETH CARTWRIGHT LLP,18/12/2014,"2,707.50",,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,External Professional Fees,FREETH CARTWRIGHT LLP,18/12/2014,"1,848.00",,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,External Professional Fees,FREETH CARTWRIGHT LLP,18/12/2014,"1,485.00",,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,External Professional Fees,FREETH CARTWRIGHT LLP,18/12/2014,944.00,,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,RODGERS LEASK ENVIRONMENTAL LTD,16/12/2014,"1,555.00",,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,RODGERS LEASK ENVIRONMENTAL LTD,16/12/2014,"1,555.00",,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,RODGERS LEASK ENVIRONMENTAL LTD,16/12/2014,"1,005.00",,
"Development, Business & Employment",Property Investment,WGNE,Capital Expenditure,Payments to Contractor,Stephen George & Partners LLP,16/12/2014,"1,375.00",,
"Development, Business & Employment",Regeneration & Investment,CEAC,Premises-Related Expenditure,Building Cleaning DSO,Telford and Shropshire Carpet Cleaning,01/12/2014,523.00,,
"Development, Business & Employment",Regeneration & Investment,CEAC,Premises-Related Expenditure,Grounds Maintenance - L&CS,VEOLIA ES (UK) LTD,16/12/2014,180.06,,
"Development, Business & Employment",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,11/12/2014,"2,344.18",,
"Development, Business & Employment",Regeneration & Investment,CEAC,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,09/12/2014,310.08,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Contract Cleaning,FCC Recycling (UK) Ltd ,15/12/2014,900.31,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,GRA-BERN,15/12/2014,142.80,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,925.59,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,765.22,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,460.30,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Gas,West Mercia Energy (WME),12/12/2014,"2,861.79",,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,317.67,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,496.73,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,16/12/2014,595.01,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,09/12/2014,300.00,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,10/12/2014,300.00,,
"Development, Business & Employment",Regeneration & Investment,CEAE,Supplies & Services,Telephones,VIRGIN MEDIA BUSINESS,02/12/2014,273.30,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ,15/12/2014,515.81,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Planned Repairs,Fran Raybould Associates,15/12/2014,"2,500.00",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/12/2014,193.28,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,LOCSAFE SECURITY SYSTEMS,15/12/2014,191.75,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RMF LANDSCAPING LTD,18/12/2014,145.00,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,RMF LANDSCAPING LTD,30/12/2014,"1,655.65",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,03/12/2014,164.85,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Planned Repairs,The Platform Lift Comany Ltd,29/12/2014,"4,827.75",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Planned Repairs,The Platform Lift Comany Ltd,29/12/2014,580.00,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,585.03,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Premises-Related Expenditure,R&M -Building Other,WREKIN DRAIN SERVICES LTD,30/12/2014,160.00,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Other Expenses,3S PRINT & DISPLAY LIMITED,09/12/2014,172.50,,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,16/12/2014,"32,187.74",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,16/12/2014,"11,360.94",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,16/12/2014,"5,668.87",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Payment Of Income Collected,HSBC EQUIPMENT FINANCE (UK) LIMITED,16/12/2014,"1,500.00",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Marketing & Publicity,Stage and Studios Services Limited,10/12/2014,"2,720.00",,
"Development, Business & Employment",Regeneration & Investment,CEAH,Supplies & Services,Telephones,UNICOMP LTD,17/12/2014,109.36,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,Bolt King,18/12/2014,143.87,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,30/12/2014,271.93,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Gas,BRITISH GAS BUSINESS ,30/12/2014,190.67,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,30/12/2014,183.00,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,BUSY BEE CLEANING,01/12/2014,254.00,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Window Cleaning,BUSY BEE CLEANING,01/12/2014,187.00,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Window Cleaning,BUSY BEE CLEANING,01/12/2014,166.00,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Contract Cleaning,FCC Recycling (UK) Ltd ,30/12/2014,267.54,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,NPOWER (97104000) ELECTRICITY,16/12/2014,"1,993.58",,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,RMF LANDSCAPING LTD,30/12/2014,"1,445.00",,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,10/12/2014,258.60,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Grounds Maintenance - L&CS,RMF LANDSCAPING LTD,10/12/2014,392.62,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,04/12/2014,114.96,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,286.89,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),30/12/2014,320.30,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,16/12/2014,215.04,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -SCC Planned,WREKIN DRAIN SERVICES LTD,30/12/2014,"6,304.00",,
"Development, Business & Employment",Regeneration & Investment,CEAN,Premises-Related Expenditure,R&M -SCC Planned,WREKIN DRAIN SERVICES LTD,30/12/2014,220.00,,
"Development, Business & Employment",Regeneration & Investment,CEAN,Supplies & Services,Security Services,BUSINESS WATCH GUARDING LIMITED,30/12/2014,307.22,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Premises-Related Expenditure,R&M -Building Other,JCE & SONS LTD,03/12/2014,193.63,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),12/12/2014,"3,427.47",,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Advertising,3S PRINT & DISPLAY LIMITED,09/12/2014,200.00,,
"Development, Business & Employment",Regeneration & Investment,CEAV,Supplies & Services,Other Expenses,BUSINESS WATCH GUARDING LIMITED,15/12/2014,"1,142.00",,
