Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAL,Capital Expenditure,Payments to Contractor,CH2M HILL,04/08/2014,3684.84,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,716.35,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,Gage-Tupper & Associates Ltd,08/08/2014,447.68,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,696.89,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,597.53,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,14/08/2014,650163.84,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,Payments to Contractor,ADT FIRE & SECURITY PLC,04/08/2014,172,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAM,Capital Expenditure,Payments to Contractor,ADT FIRE & SECURITY PLC,04/08/2014,189.11,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,08/08/2014,1514.24,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/08/2014,637.02,,,,,,,
Education & Corporate Parenting,Building Schools for the Future (BSF),WGAN,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,14/08/2014,560113.33,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Employees,Training Expenses,Eurosource Solutions Limited,12/08/2014,1250,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,29/08/2014,182.02,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,29/08/2014,125.14,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Advertising,Mums The Word Magazine,22/08/2014,350,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Marketing & Publicity,THE MIDLAND NEWS ASSOCIATION LTD,01/08/2014,238.14,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Marketing & Publicity,THE MIDLAND NEWS ASSOCIATION LTD,01/08/2014,-105.84,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Marketing & Publicity,Exterion Media (UK) Limited,01/08/2014,1020,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Marketing & Publicity,ORION MEDIA,15/08/2014,414.67,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Supplies & Services,Marketing & Publicity,ORION MEDIA,15/08/2014,450,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,29/08/2014,1134,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,29/08/2014,574.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,26/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY,26/08/2014,3259.2,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY HOLLINSWOOD ,26/08/2014,11458.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABC Day Nursery,26/08/2014,3666.6,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY LTD ,27/08/2014,18333,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,Aqueduct Little Learners,29/08/2014,7638.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,Church Street Day Nursery,29/08/2014,15277.5,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,Lawley Village Day Nursery,29/08/2014,9930.38,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,Stargazers Nursery,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABACUS DAY NURSERY ,29/08/2014,5347.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,BEARS DEN PRE-SCHOOL ,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,TASHA BURRELL,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CYGNETS PRE-SCHOOL ,29/08/2014,1018.5,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,29/08/2014,9930.38,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CHIPMUNKS NURSERY,28/08/2014,42013.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,TOTS AND TODDLERS DAYCARE,28/08/2014,29027.25,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,HONEYBUNS NURSERIES,29/08/2014,4583.25,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,KIDS 4 US ,29/08/2014,3055.5,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD ,29/08/2014,11458.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,29/08/2014,4583.25,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,ABACUSDAY NURSERY,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CASTLE HOUSE SCHOOL TRUST LTD,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CLUB 0-5 LTD ,29/08/2014,5347.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,BUSY BEES AT TELFORD PARKWAY,29/08/2014,1273.12,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,BUTTERFLIES DAY NURSERY,29/08/2014,7827.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,CENTRAL PARK NURSERY,29/08/2014,3819.38,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,DAISY CHAIN DAY CARE LTD,29/08/2014,11458.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED,29/08/2014,3819.38,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED,29/08/2014,"2,291.62",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,EDGMOND OWLS ,29/08/2014,"13,851.60",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,HADLEY UNDER 5'S ,29/08/2014,"6,111.00",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,PRIORSLEE PRE-SCHOOL,29/08/2014,"1,527.75",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,PUDDLEDUCKS PLAYGROUP ,29/08/2014,"9,675.75",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,STEPPING STONES AT CAPTAIN WEBB,29/08/2014,"3,055.50",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,STRAWBERRY HILL DAY NURSERY,29/08/2014,"19,096.88",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,SMILEY FACES DAY NURSERIES LTD,29/08/2014,"1,527.75",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,TEAGUES BRIDGE PRE-SCHOOL ,29/08/2014,"6,111.00",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,Busy Bees Day Nursery Telford,29/08/2014,"3,819.38",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,LEEGOMERY UNDER 5'S PLAYGROUP,29/08/2014,"6,879.60",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,LILLESHALL PRE-SCHOOL PLAYGROUP ,29/08/2014,"7,064.82",,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,TIGGY'S MONTESSORI NURSERY,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,TORTOISE NURSERY SCHOOL ,29/08/2014,4583.25,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,29/08/2014,11458.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,Wellington Methodist Pre School,29/08/2014,5347.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,LITTLE BODIES DAY NURSERY,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,LITTLE CHICKS PRE-SCHOOL LTD,29/08/2014,5347.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,NOAH'S ARK NURS & AFTER SCH CLUB,29/08/2014,3055.5,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,LITTLE DRAGONS PRE-SCHOOL,29/08/2014,6111,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,PLAY-DAYS CORPORTION LTD,29/08/2014,3819.38,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,29/08/2014,763.88,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,RANDLAY ROUNDABOUTS ,29/08/2014,11916.45,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,REDHILL NURSERY,29/08/2014,1527.75,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAA,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY ,28/08/2014,32846.63,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL ,26/08/2014,14089.95,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/08/2014,579.6,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOL 9,26/08/2014,11550,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY ,26/08/2014,2236.5,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY ,26/08/2014,8535.97,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,SUE GANDERTON,26/08/2014,1457.82,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC Day Nursery,26/08/2014,8434.13,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY HOLLINSWOOD ,26/08/2014,12006.23,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY HOLLINSWOOD ,26/08/2014,2858.62,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC Day Nursery,26/08/2014,8996.4,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY LTD,27/08/2014,12508.65,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY LTD ,27/08/2014,9665.77,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,29/08/2014,9097.2,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,Church Street Day Nursery,29/08/2014,13041,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,Lawley Village Day Nursery,29/08/2014,28291.72,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY ,29/08/2014,10149.29,,,,,,,
Education & Corporate Parenting,Consultancy & Advisory Services for Schools,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,29/08/2014,12552.43,,,,,,,
