Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date, Amount ,
Customer & Neighbourhood Services,Public Protection,Employees,Cont Prof Development,INSTITUTE OF LICENSING LTD (EVENTS),24/05/2018, 190.00 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Other Services,PRP LEISURE LTD T/A PRP SECURITY,21/05/2018, 720.00 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Other Services,PRP LEISURE LTD T/A PRP SECURITY,23/05/2018, 240.00 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Other Services,PRP LEISURE LTD T/A PRP SECURITY,08/05/2018, 224.00 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Other Services,PRP LEISURE LTD T/A PRP SECURITY,14/05/2018, 240.00 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Other Services,PRP LEISURE LTD T/A PRP SECURITY,31/05/2018, 240.00 ,
Customer & Neighbourhood Services,Public Protection,Transport-Related Expenditure,"Fees, Plating / Mot's",VIP-SYSTEMS LIMITED,23/05/2018, 704.34 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Sampling & Analysis,Public Health England,01/05/2018, 460.92 ,
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Printing - Other,Stewart Signs,31/05/2018, 241.80 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 115,809.74 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,25/05/2018," 4,071.28 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,25/05/2018," 5,372.80 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,25/05/2018," 15,508.16 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,25/05/2018," 3,008.30 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,25/05/2018," 7,440.98 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 2,854.35 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,31/05/2018," 1,646.30 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,11/05/2018," 6,930.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Contract Hire,ARRIVA MIDLANDS NORTH LTD ,03/05/2018, 901.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Contract Hire,ARRIVA MIDLANDS NORTH LTD ,31/05/2018," 2,259.45 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,25/05/2018," 2,277.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 1,724.15 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 9,687.82 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 4,611.44 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 17,459.18 ",
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LTD ,08/05/2018," 6,025.65 ",
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,21/05/2018, 286.85 ,
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,21/05/2018, 917.27 ,
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,23/05/2018, 286.85 ,
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,Sewage Charges,WATER PLUS FORMERLY SEVERN TRENT WATER LTD,24/05/2018, 484.07 ,
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,FITZGERALD CONTRACTORS LTD,17/05/2018, 691.74 ,
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Social Care External Contact,Dynniq UK Limited,09/05/2018," 12,419.66 ",
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Social Care External Contact,Dynniq UK Limited,09/05/2018," 1,709.69 ",
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,TWS Contract,Dynniq UK Limited,11/05/2018, 955.97 ,
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Private Contractors,NETWORK RAIL INFRASTRUCTURE LTD,15/05/2018," 10,410.10 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Public Transport Subsidy,CENTRAL TAXIS LTD T/A GO CARZ ,03/05/2018," 2,849.50 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Public Transport Subsidy,DIAMOND CARS (TELFORD) LTD,03/05/2018, 791.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Premises-Related Expenditure,R&M -Buildings DLO Charge,EUROPEAN ELECTRONIQUE LTD,18/05/2018, 491.24 ,
Customer & Neighbourhood Services,Transport and Highway Development,Employees,Recruitment Advertising,HEMMING GROUP LTD,03/05/2018," 2,500.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,A HAND SERVICES (Dyno Rod) LTD,14/05/2018, 189.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,Contractor Recharge,A HAND SERVICES (Dyno Rod) LTD,14/05/2018, 750.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Comp Software (Purch / Hire),KEYSOFT SOLUTIONS LTD,02/05/2018," 3,032.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Consultants Fees,LEICESTERSHIRE COUNTY COUNCIL,09/05/2018," 3,049.17 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/05/2018, 138.60 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/05/2018, 138.60 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/05/2018, 249.48 ,
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,External Contractor's - Machines,METRIC GROUP LTD,14/05/2018, 221.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Conference Expenses,PILLAR SOFTWARE LIMITED,15/05/2018, 800.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,24/05/2018, 138.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,14/05/2018, 138.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,14/05/2018, 138.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,14/05/2018, 138.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Transport-Related Expenditure,Transport Insurance,TRAPEZE,03/05/2018," 12,760.66 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Consultants Fees,JACOBS ONE LIMITED,21/05/2018," 14,979.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,11/05/2018," 5,455.99 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,11/05/2018," 6,129.65 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,11/05/2018, 210.15 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,11/05/2018," 7,379.10 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Protective Clothing,Red Zulu Limited,11/05/2018, 236.44 ,
Customer & Neighbourhood Services,Transport and Highway Development,Employees,Training Expenses,TMS CONSULTANCY,31/05/2018," 3,120.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,External Contractor's - Enforcement Back Office,Chipside Ltd,08/05/2018, 452.10 ,
Customer & Neighbourhood Services,Transport and Highway Development,Third Party Payments,External Contractor's - Enforcement Back Office,Chipside Ltd,16/05/2018, 518.10 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Fees,Leicester City Council,08/05/2018," 3,049.17 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Consultants Fees,Buchanan Computing,23/05/2018," 6,210.70 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Concessionary Travel,Banga Travel,23/05/2018," 1,110.13 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,Initial Projects Ltd T/A Enitial,14/05/2018," 1,590.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Other Services,QDSM Ltd,25/05/2018," 4,625.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Telecomms,Eseye Limited,11/05/2018, 207.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Telecomms,Eseye Limited,16/05/2018, 267.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Computer Software (Maint),YOTTA ,03/05/2018," 25,759.38 ",
Customer & Neighbourhood Services,Transport and Highway Development,Supplies & Services,Comp Software (Purch / Hire),Safe Apps Limited,08/05/2018, 900.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,17/05/2018," 2,470.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,External Professional Fees,SEVERN TRENT WATER LTD-CIS PAYMENTS ONLY,17/05/2018, 137.88 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,MATtest Southern Ltd,11/05/2018, 483.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,MATtest Southern Ltd,11/05/2018," 1,175.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,14/05/2018, 450.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,ALUN GRIFFITHS (CONTRACTORS) LTD,23/05/2018," 52,527.16 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,02/05/2018, 136.34 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Other Capital Expenditure,Morris Property Ltd,03/05/2018," 4,122.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,External Professional Fees,JACOBS ONE LIMITED,25/05/2018," 38,469.17 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/05/2018, 269.06 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/05/2018, 529.90 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/05/2018, 975.38 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/05/2018," 1,044.77 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/05/2018, 103.95 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,24/05/2018, 632.56 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,Balfour Beatty Civils Limited,08/05/2018," 757,636.18 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,14/05/2018," 1,374.86 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,14/05/2018," 5,485.60 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,21/05/2018," 7,539.17 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,Advantage Traffic Signal Control & Design Ltd,23/05/2018," 2,536.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,23/05/2018," 5,474.38 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,23/05/2018, 641.37 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,23/05/2018, 743.60 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,02/05/2018," 9,593.18 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,25/05/2018, 122.39 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Other Capital Expenditure,SIGNS EXPRESS (TELFORD),03/05/2018, 620.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,03/05/2018, 850.00 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,03/05/2018," 4,200.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,GLASDON U.K. LTD,24/05/2018," 3,201.66 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,CH2M HILL,25/05/2018," 1,572.46 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,31/05/2018," 1,200.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,SIMMONSIGNS LTD,31/05/2018, 475.20 ,
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,Nationwide Data Collection,15/05/2018," 1,280.00 ",
Customer & Neighbourhood Services,Transport and Highway Development,Capital Expenditure,Payments to Contractor,Nationwide Data Collection,15/05/2018, 190.00 ,
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Third Party Payments,Contractor Recharge,PRYSMIAN CABLES & SYSTEMS LTD,17/05/2018," 63,387.04 ",
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,17/05/2018, 148.00 ,
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Supplies & Services,Consultants Fees,MEETING POINT TRUST LTD,18/05/2018, 174.30 ,
Customer & Neighbourhood Services,Waste & Neighbourhood Services,Supplies & Services,Consultants Fees,MEETING POINT TRUST LTD,14/05/2018, 209.50 ,
