Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/12/2013,609.62,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Sewage Charges,SEVERN TRENT WATER LTD,24/12/2013,1480.87,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHAP,Premises-Related Expenditure,Electricity,STEPHEN P WALES LTD,24/12/2013,127.26,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHBC,Supplies & Services,Homelessness Prevention,Peter Richardson Estates LTD,05/12/2013,775,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,DHBC,Supplies & Services,Homelessness Prevention,Maybach Lettings,05/12/2013,550,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Security Services,J N E MARKETING LTD,04/12/2013,370,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Security Services,J N E MARKETING LTD,04/12/2013,276,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GCAA,Supplies & Services,Marketing & Publicity,MARKETING AT THE MILL,24/12/2013,195,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Premises-Related Expenditure,Gas,West Mercia Energy (WME),23/12/2013,118.1,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Books,THE AWARD SCHEME LTD,11/12/2013,3350,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Sport Equip - Purchase,ATB Sales Ltd,18/12/2013,768.9,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Supplies & Services,Equipment - Hire,XEROX FINANCE,18/12/2013,241.84,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,16/12/2013,112.57,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY00,Transport-Related Expenditure,Servicing & Repairs V&P,Applied Trading Limited,24/12/2013,365,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,GY03,Supplies & Services,Confectionery & Snacks,BIKOLD,13/12/2013,171.32,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,HPAD,Supplies & Services,Security Services,JONES & HAMPTON LTD,20/12/2013,921.73,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JEAN,Supplies & Services,Holidays & Outings,R WHITEHOUSE,24/12/2013,227.5,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,JEAN,Supplies & Services,Holidays & Outings,R WHITEHOUSE,24/12/2013,162.5,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDAD,Capital Expenditure,Other Capital Expenditure,Peter Richardson Estates LTD,05/12/2013,700,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDAD,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,02/12/2013,575,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDAD,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,20/12/2013,400,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,S Jones Containers Ltd,04/12/2013,6015,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,R M F LANDSCAPING LTD,05/12/2013,38643,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Land Purchase,HM Revenue & Customs,19/12/2013,9936,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,Building Services Consulting Engineers,19/12/2013,750,,,,
Family & Cohesion Services,Cohesion including Homelessness/Housing Needs,WDSQ,Capital Expenditure,Payments to Contractor,SLR CONSULTING LIMITED,17/12/2013,1300,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,Macbrac Training and Development,04/12/2013,2720,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,ELEARVATION,11/12/2013,300,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,ELEARVATION,11/12/2013,300,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,ELEARVATION,11/12/2013,300,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,ELEARVATION,11/12/2013,300,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,Macbrac Training and Development,16/12/2013,4080,,,,
Family & Cohesion Services,Early Intervention,GEAA,Employees,Course Fees,Macbrac Training and Development,16/12/2013,-210,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,24/12/2013,6929.44,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE CHICKS PRE-SCHOOL,24/12/2013,4583.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE DRAGONS PRE-SCHOOL ,24/12/2013,6547.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CYGNETS PRE-SCHOOL ,24/12/2013,327.38,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED ,24/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDHILL NURSERY,24/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Busy Bees Day Nursery Telford,19/12/2013,2619,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUTTERFLIES DAY NURSERY ,19/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CENTRAL PARK NURSERY ,19/12/2013,5892.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BUSY BEES AT TELFORD PARKWAY,19/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY ,19/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,APPLE TREES NURSERY ,19/12/2013,392.85,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY LTD ,19/12/2013,12440.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC DAY NURSERY HOLLINSWOOD ,19/12/2013,5238,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC Day Nursery,19/12/2013,2619,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUSDAY NURSERY,19/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS DAY NURSERY ,19/12/2013,1964.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Aqueduct Little Learners,19/12/2013,4583.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CINDY HAYDEN,19/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BROOKSIDE PRE-SCHOOL & PLAYGROUP,19/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHIPMUNKS NURSERY,20/12/2013,26190,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,20/12/2013,9166.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CASTLE HOUSE SCHOOL TRUST LTD,20/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,OAKENGATES UNITED PRE-SCHOOL,20/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,PLAY-DAYS CORPORTION LTD,20/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,PRIORSLEE PRE-SCHOOL,20/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,B) COALBROOKDALE & I'BRIDGE NURS0,20/12/2013,545.62,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,B) WT'ON METHODIST CHURCH PLAYGR,20/12/2013,3273.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY A/C ,20/12/2013,49106.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD ,20/12/2013,7202.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,KIDS 4 US ,20/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LADYGROVE NURSERY,20/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STRAWBERRY HILL DAY NURSERY,20/12/2013,15059.25,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,SMILEY FACES DAY NURSERIES LTD,20/12/2013,6547.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STEPPING STONES AT CAPTAIN WEBB,20/12/2013,2619,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TEAGUES BRIDGE PRE-SCHOOL ,20/12/2013,5238,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BEARS DEN PRE-SCHOOL ,20/12/2013,3273.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CLUB 0-5 LTD,20/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HADLEY UNDER 5'S ,20/12/2013,9166.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HALESFIELD DAY NURSERY CENTRE ,20/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HONEYBUNS NURSERIES,20/12/2013,5499.9,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,RANDLAY ROUNDABOUTS ,23/12/2013,7595.1,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE BODIES DAY NURSERY,23/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LONGFORD PLAYGROUP ,23/12/2013,1309.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,NOAH'S ARK NURS & AFTER SCH CLUB,23/12/2013,2488.05,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,DAISY CHAIN DAY CARE LTD,23/12/2013,8555.4,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,23/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TORTOISE NURSERY SCHOOL ,23/12/2013,654.75,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TOTS AND TODDLERS DAYCARE,23/12/2013,27499.5,,,,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,Busy Bees Day Nursery Telford,04/12/2013,3310.12,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,24/12/2013,7330.5,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE CHICKS PRE-SCHOOL,24/12/2013,13514.85,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL ,24/12/2013,5832,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CYGNETS PRE-SCHOOL ,24/12/2013,9762.66,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN @ OLD HALL,24/12/2013,17664.12,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED ,24/12/2013,10497.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDHILL NURSERY,24/12/2013,16298.01,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Busy Bees Day Nursery Telford,19/12/2013,19936.8,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY ,19/12/2013,6212.7,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CENTRAL PARK NURSERY ,19/12/2013,11340.81,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,19/12/2013,2997,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUp,19/12/2013,1998,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,19/12/2013,9009.9,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY ,19/12/2013,5799.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY ,19/12/2013,13756.41,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,APPLE TREES NURSERY,19/12/2013,1659.96,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY LTD ,19/12/2013,17104.5,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY HOLLINSWOOD ,19/12/2013,13231.35,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC Day Nursery,19/12/2013,15658.92,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUSDAY NURSERY,19/12/2013,974.7,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,19/12/2013,4846.5,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,19/12/2013,1938.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CINDY HAYDEN,19/12/2013,459,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,20/12/2013,14368.05,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,20/12/2013,7481.3,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KATRINA H CARR,20/12/2013,459,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,20/12/2013,7391.25,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,20/12/2013,6526.08,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,20/12/2013,4356,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OAKENGATES UNITED PRE-SCHOOL,20/12/2013,974.7,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PLAY-DAYS CORPORTION LTD,20/12/2013,5702.4,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,20/12/2013,10035.9,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I'BRIDGE NURS,20/12/2013,11214.45,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) WT'ON METHODIST CHURCH PLAYGR,20/12/2013,3477.6,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,WOODEN TOPS DAY NURSERY ,20/12/2013,9464.85,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,20/12/2013,6822.9,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US ,20/12/2013,4900.5,,,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,20/12/2013,5360.85,,,,
