Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH'S ARK NURS & AFTER SCH ,08/07/2013,24755.22,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH'S ARK NURS & AFTER SCH ,08/07/2013,315.95,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OAKENGATES UNITED PRE-SCHOOL,08/07/2013,2274.3,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY,10/07/2013,8920.8,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EDGMOND OWLS ,09/07/2013,12714.98,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,09/07/2013,10773,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL ,09/07/2013,4757.76,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US ,09/07/2013,5717.25,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,09/07/2013,9097.2,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5'S PLAYGROUP,09/07/2013,7938,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LILLESHALL PRE-SCHOOL PLAYGROUP ,09/07/2013,7084.67,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,10/07/2013,6323.63,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HADLEY UNDER 5'S ,10/07/2013,16488.68,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,03/07/2013,465.6,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY LTD ,10/07/2013,19385.1,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABC DAY NURSERY LTD ,10/07/2013,1710.44,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,18/07/2013,1127.7,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,08/07/2013,2255.4,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,08/07/2013,1102.5,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,APPLE TREES NURSERY ,08/07/2013,2192.4,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,08/07/2013,9281.48,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CYGNETS PRE-SCHOOL 0208401,08/07/2013,8457.75,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Private Contractors,ABC DAY NURSERY ,08/07/2013,13973.51,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,08/07/2013,535.5,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,08/07/2013,535.5,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,08/07/2013,535.5,,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACATED PERSONAL INFORMATION,08/07/2013,555.98,,
Family & Cohesion Services,Early Intervention,GEAD,Premises-Related Expenditure,Other Energy Costs,WOODSIDE FAMILY GROUP PROJECT,10/07/2013,2410,,
Family & Cohesion Services,Early Intervention,GEAK,Employees,Childcare Provision,CHILDCARE SOS,29/07/2013,172,,
Family & Cohesion Services,Early Intervention,GEAK,Employees,Childcare Provision,CHILDCARE SOS,29/07/2013,323.35,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Hire Of Rooms,THE WREKIN HOUSING TRUST,04/07/2013,360,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,R&M -Building Other,ADT FIRE & SECURITY PLC,03/07/2013,630,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Grounds Maintenance - Other,PARK LANE CENTRE,10/07/2013,500,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,R&M -Building Other,SDT ELECTRICAL LTD,09/07/2013,225.68,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Hire Of Rooms,MADELEY PARISH COUNCIL,29/07/2013,105.4,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,General Rents,PARK LANE CENTRE,16/07/2013,8823.5,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,General Rents,PARK LANE CENTRE,16/07/2013,7380.5,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,Hire Of Rooms,GREAT DAWLEY PARISH COUNCIL,18/07/2013,142,,
Family & Cohesion Services,Early Intervention,GEAK,Premises-Related Expenditure,R&M -Building Other,A E Chapman & Co (Old Hill) Ltd,30/07/2013,168.87,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Equipment - Purchase,INCENTIVE PLUS LTD,12/07/2013,251.33,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Out of School Activities,SUTTON HILL FAMILIES PROJECT,29/07/2013,3500,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Out of School Activities,IRONBRIDGE GORGE MUSEUM TRUST LTD,29/07/2013,135.58,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Photocopying,UNIQUE COPIERS LTD,25/07/2013,234.53,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Photocopying,UNIQUE COPIERS LTD,25/07/2013,201.6,,
Family & Cohesion Services,Early Intervention,GEAK,Supplies & Services,Photocopying,UNIQUE COPIERS LTD,25/07/2013,150.26,,
Family & Cohesion Services,Early Intervention,GEAK,Transport-Related Expenditure,Transport Contractors,DIAMOND CARS (TELFORD) LTD,23/07/2013,119,,
Family & Cohesion Services,Early Intervention,GEAL,Supplies & Services,Photocopying,SBM DIGITAL SYSTEMS LIMITED,15/07/2013,687.07,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,INTERSERVE (FACILITIES MANAGEMENT) LTD,12/07/2013,3510,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,THE SALVATION ARMY,12/07/2013,135,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,NEWPORT COTTAGE CARE CENTRE,12/07/2013,538.23,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,NEWPORT COTTAGE CARE CENTRE,12/07/2013,563.43,,
Family & Cohesion Services,Early Intervention,GEAM,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,15/07/2013,229.5,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Holidays & Outings,IRONBRIDGE GORGE MUSEUM TRUST LTD,12/07/2013,200.58,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Postages,FREELANCE BUSINESS ASSOCIATES,12/07/2013,105,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC,12/07/2013,378.23,,
Family & Cohesion Services,Early Intervention,GEAM,Supplies & Services,Sport Equip - Purchase,ASCO EDUCATIONAL SUPPLIES LTD,31/07/2013,172.94,,
Family & Cohesion Services,Early Intervention,GEAM,Transport-Related Expenditure,Contract Hire,M H ELCOCK & SON LTD T/A ELCOCK REISEN,12/07/2013,290,,
Family & Cohesion Services,Early Intervention,GEAR,Supplies & Services,Other Grants (Expenses),PLAY-DAYS CORPORTION LTD,01/07/2013,289.13,,
Family & Cohesion Services,Early Intervention,HCAD,Supplies & Services,Other Grants (Expenses),NACRO,11/07/2013,25000,,
Family & Cohesion Services,Early Intervention,JEAF,Supplies & Services,Other Services,TELFORD & WREKIN CVS,01/07/2013,20069,,
Family & Cohesion Services,Family & Community Services,KCAS,Third Party Payments,Health Funded Services,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,04/07/2013,3373,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAA,Supplies & Services,Concessionary Travel,Wardle Transport,18/07/2013,206,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAA,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LIMITED,03/07/2013,158685.67,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAA,Supplies & Services,Computer Software (Maint),Unicard Ltd,31/07/2013,740.85,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAB,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/07/2013,633.98,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,01/07/2013,248,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,01/07/2013,171.86,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,01/07/2013,171.86,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,02/07/2013,117.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,02/07/2013,131.38,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,05/07/2013,628.32,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,05/07/2013,110.12,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,05/07/2013,100.8,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,05/07/2013,142.8,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,05/07/2013,135.2,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,10/07/2013,260.73,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,16/07/2013,111.72,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,16/07/2013,127.68,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,18/07/2013,239.4,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACATED PERSONAL INFORMATION,18/07/2013,146.16,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,142.3,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,110.2,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,203,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,254,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,192.56,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,205,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,195.8,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,266,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,03/07/2013,157.08,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,03/07/2013,207.06,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2013,1780,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/07/2013,2765,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/07/2013,119.84,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/07/2013,990,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/07/2013,163.68,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,12/07/2013,489.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,12/07/2013,336,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,12/07/2013,232,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHROPSHIRE COUNCIL,12/07/2013,632.4,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,15/07/2013,114.24,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,15/07/2013,1542,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,15/07/2013,194.88,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,15/07/2013,215.3,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,148.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,203.2,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,111.44,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,348,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,03/07/2013,160.24,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,17/07/2013,221.92,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,17/07/2013,183.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,17/07/2013,281.52,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,17/07/2013,144.42,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,164.22,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,640,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,306,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,478.24,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,214.2,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,29/07/2013,1260,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,271.32,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,195.5,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,245.82,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,127.5,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/07/2013,119.28,,
